gmm,parzen
0.9822104018912521,0.9817375886524823
0.9886524822695035,0.9893617021276596
0.9825059101654838,0.9809101654846336
0.9887115839243499,0.9802009456264775
0.9861111111111112,0.9831560283687945
0.9816193853427896,0.9742316784869973
0.9858747044917257,0.9794917257683216
0.9869385342789595,0.9851063829787234
0.9875886524822688,0.9782505910165487
0.9731678486997636,0.9823286052009458
0.37472636815920407,0.6975124378109456
0.5355223880597015,0.767661691542289
0.5838805970149253,0.7457711442786071
0.5449751243781095,0.7347263681592042
0.5212935323383086,0.7114427860696522
0.5097512437810946,0.7165174129353237
0.7022885572139304,0.7506467661691545
0.46975124378109456,0.6921393034825873
0.49890547263681595,0.7448756218905472
0.5,0.6599004975124382
0.9427514346118993,0.8759438236182431
0.9497130776200553,0.8921473874962237
0.9621564482029602,0.9185140440954419
0.9497583811537332,0.8797493204469974
0.9498036846874048,0.8819842947749932
0.9290697674418601,0.8620960434913932
0.9413319238900616,0.8737239504681379
0.9546813651464828,0.8807006946541827
0.9519782543038366,0.8752491694352178
0.9636363636363676,0.9045756569012429
0.8317653581725466,0.9897471723220245
0.9505688622754509,0.9855744067420437
0.9497948547349788,0.9859303614992238
0.8157507207806499,0.9912419605233942
0.9814082945220648,0.990745176314053
0.7710822798846797,0.9867775559991045
0.952313151474812,0.9839288090485652
0.9725726325127522,0.983680416943883
0.9774828121534834,0.9884930139720591
0.939950099800399,0.9865025504546496
0.7263869244067258,0.8613075593273608
0.6959767405311956,0.8356121326418362
0.7413955681282411,0.8716800251453721
0.6545654565456546,0.8438629577243426
0.7703913248467703,0.8661008958038656
0.7244224422442246,0.8521923620933514
0.7232437529467225,0.859814552883859
0.7098852742417096,0.8578500707213573
0.7793493635077792,0.8444130127298438
0.7468961181832463,0.8154172560113154
0.8340694502571944,0.589113186881683
0.769054445938448,0.5994106612288986
0.739875424083494,0.5880780224575042
0.7989154148226656,0.6027179930128267
0.680420625521291,0.6026133634903811
0.823791269297098,0.5956603235946233
0.7317172895462506,0.5998974482269376
0.7617296373140099,0.5812236756573823
0.7523471147481617,0.6125561363359774
0.7314204682059846,0.609317815513664
0.8202766272843024,0.8276362146332052
0.8216063343871866,0.8427842299147941
0.8013624476252046,0.8463876959911948
0.8180380191783168,0.8315801419693343
0.8245479598436504,0.8453552647965071
0.8385038585609464,0.8487558601517707
0.8149688462882699,0.8214135067710594
0.8120432897998207,0.8375628196218162
0.817041743161652,0.836162810783885
0.8131068546200275,0.824655421067222
0.7719188114668339,0.6446058649448482
0.5,0.6720473500134521
0.7909006666068807,0.633455893342899
0.7818730756583865,0.6583266074791502
0.7501270439123546,0.6184497653424214
0.8458434221146086,0.6880399366275071
0.8056975458105411,0.6555166950647177
0.76623920126745,0.6652617104594507
0.7343437060951188,0.6391056108570232
0.7552088004065407,0.6418856305861957
0.8343530532797385,0.8377062181306102
0.8245900766021295,0.826120912953409
0.8301565714894488,0.8260877431572217
0.825933955920355,0.8282457902000366
0.8308762555521667,0.8311325676136145
0.8306772367750502,0.838731466376381
0.8219023179656617,0.8302088390470819
0.8269370909686666,0.8409226832153802
0.8207162464656583,0.817384189666903
0.8392370544818969,0.840355781244191